start_date,branch,barcode,name,stock_start,promo_price
2026-08-06,ML3,8857124355309,PW อ.แมว ทูน่า มันหวาน 2kg,11.0,240
2026-08-06,ML3,8857124355293,PW อ.แมว ไก่ มันหวาน 2kg,12.0,240
2026-08-06,ML3,8850125074002,(0) PURINA ONE HEALTHY ADULT CHICKEN 380g,19.0,85
2026-08-06,ML3,8850124000040,(1) PURINA ONE STERILCAT ทำหมัน 1.2 kg,8.0,336
2026-08-06,ML3,8850124040992,(18) ALPO ADULT Beef 18kg.,15.0,860
2026-08-06,ML3,8850124010100,(18) ALPO ADULT Chicken 18kg.,10.0,860
2026-08-06,ML3,8850125074330,(3) PURINA ONE MATURE ADULT 7+ 1.2 kg,6.0,624
2026-08-06,ML3,8850124087621,(3) PURINA ONE STERILCAT ทำหมัน 2.7kg,6.0,659
2026-08-06,ML3,8852021647281,ProDiet อ.เปียก ทูน่า 400g,63.0,32
2026-08-06,ML3,8852021647298,ProDiet อ.เปียก ปลาทะเล 400g,63.0,32
2026-08-06,ML3,9555544200054,ProDiet อ.เปียก ไก่ทูน่า 400g,66.0,32
2026-08-06,ML3,9555544209996,ProDiet อ.เม็ด ปลาทู 500g,43.0,33
2026-08-06,ML3,8850229600909,RL (5) รสปลาทูน่าในเยลลี่หน้าแซลมอน70g,244.0,15
2026-08-06,ML3,8850229604198,RL (CB2) อ.เปียก รสทูน่า&ปลาแซลมอนเกรวี่70g,132.0,19
2026-08-06,ML3,8850229603351,RL (G3) ปลาทูน่าในเกรวี่หน้าปูอัด 70g,99.0,14
2026-08-06,ML3,3182550778657,RYD (1)MINI STARTER 1kg.,4.0,342
2026-08-06,ML3,3182550908443,RYD (1)POMERANIANAD AD. 1.5g,8.0,629
2026-08-06,ML3,8850805004725,SAKURA KOI อ.ปลาคราฟ เร่งโต+สี 6.5kg (น้ำเงิน),2.0,852
2026-08-06,ML3,8850477852013,SH (1) อ.สัตว์ฟันแทะ คอมพลีทบาลานซ์ ชมพู 1kg.,19.0,105
2026-08-06,ML3,8850477852037,SH (3) อ.สัตว์ฟันแทะ คอมพลีทบาลานซ์ ชมพู 3kg.,6.0,242
2026-08-06,ML3,8850477025585,(1) SHG อ.แมวโต ทูน่าและข้าว 1kg.,9.0,172
2026-08-06,ML3,8859411908243,กระบะทรายแมวรุ่นเสี่ย คละสี No.1805,20.0,116
2026-08-06,ML3,8859411908250,กระบะทรายแมวรุ่นเสี่ย คละสี No.1805-1,23.0,116
2026-08-06,ML3,8859411906133,ชามข้าวหมั่นโถ No.1815,266.0,12
2026-08-06,ML3,8859411906119,ชามข้าวโมจิ No.1821,119.0,23
2026-08-06,ML3,8859411900728,ตะกร้าเทอร์โบ สีสดใส No.5041 ,11.0,129
2026-08-06,ML3,8850781908185,TICK STOP สเปรย์ขจัดเห็บหมัด 200 ml,21.0,80
2026-08-06,ML3,8859160404355,TR60 TORO อ.เปียก แม่และลูก (ชมพุ) 70g.,105.0,14
2026-08-06,ML3,8858884000089,Messi Shampoo ลดกลิ่นตัว 180ml (สีม่วง),29.0,47
2026-08-06,ML3,8850511921941,5L Hi Life ทรายกลิ่นเลมอน 5L,46.0,45
2026-08-06,ML3,8850511721930,VIF C12 ปลาทูน่าผสมปลาข้าวสารในเจลลี่ 75g,145.0,15
2026-08-06,ML3,8850511921798,VM11 Milky soft cream 15g,273.0,6
2026-08-06,ML3,8857127010489,ไบท์การ์ด สเปร์ยป้องกันการเลียและกัดแทะ 50 ml.,41.0,72
2026-08-06,ML3,8857127009872,Delisci Mother&Kitten 70g.,130.0,19
2026-08-06,ML3,8857127009858,TH269 Delisci อ.เปียก แมว Skin&Coat 70g,135.0,25
2026-08-06,ML3,8853301100441,WK(B12)  รสปลาทะเลกุ้ง 70g,105.0,15
2026-08-06,ML3,8853301100212,WHISKAS (20)สูตรปลาทูน่า 20kg.,1.0,1452
2026-08-06,ML3,8858788701419,Sukina ถุงเก็บมูลขยะ 30ชิ้น,38.0,56
2026-08-06,ML3,8850477020658,(1) ZOI DOG 1 MIX เหลือง 1kg,180.0,45
2026-08-06,ML3,8850477024212,(1) ZOI DOG 2 MIX ส้ม 1kg,84.0,48
2026-08-06,ML3,8857122849992-1,KATIMUN  วิตามินกระตุ้นภูมิ 10 เม็ด,18.0,100
2026-08-06,ML3,8859564299724-1,UTIVITA Health 10 เม็ด,9.0,153
